34. CHEMICAL,40. CLASSIFICATION,41. METAL,43. CARCINOGEN,44. PBT,45. PFAS,47. UNIT OF MEASURE,48. 5.1 - FUGITIVE AIR,49. 5.2 - STACK AIR,50. 5.3 - WATER,51. 5.4 - UNDERGROUND,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,54. 5.5.1 - LANDFILLS,55. 5.5.1A - RCRA C LANDFILL,56. 5.5.1B - OTHER LANDFILLS,57. 5.5.2 - LAND TREATMENT,58. 5.5.3 - SURFACE IMPNDMNT,59. 5.5.3A - RCRA SURFACE IM,60. 5.5.3B - OTHER SURFACE I,61. 5.5.4 - OTHER DISPOSAL,62. ON-SITE RELEASE TOTAL,63. 6.1 - POTW - TRNS RLSE,64. 6.1 - POTW - TRNS TRT,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,74. 6.2 - M72,75. 6.2 - M63,76. 6.2 - M66,77. 6.2 - M67,78. 6.2 - M64,79. 6.2 - M65,80. 6.2 - M73,81. 6.2 - M79,82. 6.2 - M90,83. 6.2 - M94,84. 6.2 - M99,88. 6.2 - M26,91. OFF-SITE RECYCLED TOTAL,94. OFF-SITE ENERGY RECOVERY T,101. OFF-SITE TREATED TOTAL,103. 6.2 - TOTAL TRANSFER
"1,4-Dichlorobenzene",TRI,NO,YES,NO,NO,Pounds,25699.5,2894.35,5.0,0.0,429.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29028.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,654.0,0.0,0.0,1.0,0.0,0.0,188.6068,843.6768,53.0484,714869.105,716423.0802
"1,4-Dioxane",TRI,NO,YES,NO,NO,Pounds,27112.608922,47627.523,65341.67,0.0,35255.0,0.0,0.0,55800.0,52.0,0.0,0.0,0.0,0.0,0.0,231188.801922,30013.5555,33013.8035,0.0,468011.012,0.0,0.0,0.0,0.0,0.0,14772.48,31.013,0.0,0.0,330.0,0.0,0.0,1293.5347,5829.5409,291578.47000000003,1642362.9625,2452929.0339
"1-(3-Chloroallyl)-3,5,7-triaza-1-azoniaadamantane chloride",TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-Bromopropane,TRI,NO,YES,NO,NO,Pounds,528352.3918,258365.9018,0.0,0.0,10.0,0.0,0.0,2424.0,0.0,0.0,0.0,0.0,0.0,52524.0,841676.2936,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12012.0,0.0,0.0,0.0,2332.0,25699.8,4482.0,143.0,106489.59,92982.644,62223.64,306222.294
"1-Chloro-1,1,2,2-tetrafluoroethane (HCFC-124a)",TRI,NO,NO,NO,NO,Pounds,2959.648,764.2249999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.8729999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1-Chloro-1,1-difluoroethane (HCFC-142b)",TRI,NO,NO,NO,NO,Pounds,96719.8,20081.0,3721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120521.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48030.0,48030.0
"1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyl-",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-methyl-",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1-Propanaminium, 2-hydroxy-N,N,N-trimethyl-, 3-[(γ-ω-perfluoro-C6-20-alkyl)thio] derivs., chlorides",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1-Propanaminium, 3-amino-N-(carboxymethyl)-N,N-dimethyl-, N-[2-[(γ-ω-perfluoro-C4-20-alkyl)thio]acetyl] derivs., inner salts",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1-Propanaminium, N,N,N-trimethyl-3-[[(pentadecafluoroheptyl)sulfonyl]amino]-, iodide",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1-Propanaminium, N,N,N-trimethyl-3-[[(tridecafluorohexyl)sulfonyl]amino]-, iodide",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1-Propanaminium, N,N,N-trimethyl-3-[[(undecafluoropentyl)sulfonyl]amino]-, iodide",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1-Propanesulfonic acid, 2-methyl-, 2-[[1-oxo-3-[(γ-ω-perfluoro-C4-16-alkyl)thio]propyl]amino] derivs., sodium salts",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,268.0
"2,2-Bis(bromomethyl)-1,3-propanediol",TRI,NO,YES,NO,NO,Pounds,5.0,90.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19102.35,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,269.0,0.0,19629.35
"2,2-Dichloro-1,1,1-trifluoroethane (HCFC-123)",TRI,NO,NO,NO,NO,Pounds,47999.984,10227.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58227.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4313.0,4323.0
"2,3-Dichloropropene",TRI,NO,NO,NO,NO,Pounds,955.0,1942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31844.0,31844.0,0.0,7.0,31851.0
"2,4,5-Trichlorophenol",TRI,NO,NO,NO,NO,Pounds,7.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.2,171.3
"2,4,6-Trichlorophenol",TRI,NO,YES,NO,NO,Pounds,310.010164,0.130049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.14021299999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0018,177.002,0.0,907697.0006,907876.0026
"2,4-D",TRI,NO,YES,NO,NO,Pounds,284.969,1020.952,231.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536.941,412.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,629.43,962.03,40.0,250.0,31.0,730.0,0.0,624.0,625.0,16250.0,248975.96,268905.447
"2,4-D 2-butoxyethyl ester",TRI,NO,YES,NO,NO,Pounds,2.25,39.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36957.63,36960.49
"2,4-D 2-ethylhexyl ester",TRI,NO,YES,NO,NO,Pounds,3510.0,932.5,461.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4337.0,185226.0,189575.0
"2,4-D butyl ester",TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2,4-D sodium salt",TRI,NO,YES,NO,NO,Pounds,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.0,2580.0
"2,4-DB",TRI,NO,NO,NO,NO,Pounds,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2,4-Diaminotoluene",TRI,NO,YES,NO,NO,Pounds,518.0,156.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,50.0,0.0,860.0
"2,4-Dichlorophenol",TRI,NO,NO,NO,NO,Pounds,20.782999999999998,24.535,0.0,0.0,99665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99710.318,0.0,0.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,0.0,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,618661.0,627150.0
"2,4-Dimethylphenol",TRI,NO,NO,NO,NO,Pounds,5274.1975,4797.918,367.723,0.0,933329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943768.8385000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,126.0,0.0,0.0,4310.0,20.0,0.0,2.0,9.6,590702.0,9785.0,605251.6
"2,4-Dinitrophenol",TRI,NO,NO,NO,NO,Pounds,5.0,0.0,0.0,0.0,223286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"2,4-Dinitrotoluene",TRI,NO,YES,NO,NO,Pounds,56.714999999999996,2119.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176.3849999999998,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,6.1,6.1,0.0,19.27,25.711000000000002
"2,6-Dinitrotoluene",TRI,NO,YES,NO,NO,Pounds,6.104,490.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2,6-Xylidine",TRI,NO,YES,NO,NO,Pounds,13.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,0.0,485.0
"2-Chloro-1,1,1,2-tetrafluoroethane (HCFC-124)",TRI,NO,NO,NO,NO,Pounds,83270.96100000001,9577.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92848.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2-Chloro-1,1,1-trifluoroethane (HCFC-133a)",TRI,NO,NO,NO,NO,Pounds,13888.985,6403.107,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20328.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-Ethoxyethanol,TRI,NO,NO,NO,NO,Pounds,32004.944000000003,368.80100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32373.745,24.0,276.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,135.013,0.0,0.0,50.0,1068.4,4.0,1810.98,4889.43,19589.0,9434.52,35194.375
2-Mercaptobenzothiazole,TRI,NO,YES,NO,NO,Pounds,118.77,1267.0,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2782.77,417.3876,355.5524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859.4,0.0,0.0,27.0,0.0,0.0,0.0,0.0,6104.0,1215.0,2155.5524,40351.34
2-Methoxyethanol,TRI,NO,NO,NO,NO,Pounds,2520.89,1642.52,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.41,1202.3872000000001,13827.452800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,73.0,0.0,0.0,1799.78,1875.6,3751.0,22385.6028,29482.59
2-Methyllactonitrile,TRI,NO,NO,NO,NO,Pounds,2504.9,5726.8,0.0,0.0,293279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301510.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4937.5,4937.5
2-Methylpyridine,TRI,NO,NO,NO,NO,Pounds,904.03,4894.35,0.0,0.0,42955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48753.380000000005,867.52,9976.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5978.0,12935.67,19790.19
2-Nitrophenol,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,4323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,4529.0
2-Nitropropane,TRI,NO,YES,NO,NO,Pounds,9423.01,10830.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20253.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-Phenylphenol,TRI,NO,NO,NO,NO,Pounds,21.0,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.130000000000003,18.240000000000002,209.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3932.0,0.0,0.0,0.0,0.0,1643.76,5594.0
"2-Propenoic acid, 2-methyl-, octadecyl ester, polymer with 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluorododecyl 2-propenoate, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl 2-propenoate and 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl 2-propenoate",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2-Propenoic acid, butyl ester, telomer with 2-[[(heptadecafluorooctyl)sulfonyl]methylamino]ethyl 2-propenoate, 2-[methyl[(nonafluorobutyl)sulfonyl]amino]ethyl 2-propenoate, α-(2-methyl-1-oxo-2-propenyl)-ω-hydroxypoly(oxy-1,4-butanediyl), α-(2-methyl-1-oxo-2-propenyl)-ω-[(2-methyl-1-oxo-2-propenyl)oxy]poly(oxy-1,4-butanediyl), 2-[methyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl 2-propenoate, 2-[methyl[(tridecafluorohexyl)sulfonyl]amino]ethyl 2-propenoate, 2-[methyl[(undecafluoropentyl)sulfonyl]amino]ethyl 2-propenoate and 1-octanethiol",TRI,NO,NO,NO,YES,Pounds,0.0,0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,19.0,81.0
"2-Propenoic acid, esters, 2-methyl-, dodecyl ester, polymer with α-fluoro-ω-[2-[(2-methyl-1-oxo-2-propen-1-yl)oxy]ethyl]poly(difluoromethylene)",TRI,NO,NO,NO,YES,Pounds,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-[[(Heptadecafluorooctyl)sulfonyl]methylamino]ethyl acrylate,TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3,3'-Dichlorobenzidine",TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3,3'-Dichlorobenzidine dihydrochloride",TRI,NO,YES,NO,NO,Pounds,0.73,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,5.863,8.437000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.437000000000001,14.3
"3,3'-Dimethoxybenzidine",TRI,NO,YES,NO,NO,Pounds,12.1,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3,3'-Dimethoxybenzidine dihydrochloride",TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748,1.7
"3,3'-Dimethylbenzidine",TRI,NO,YES,NO,NO,Pounds,9.41,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3-Chloro-1,1,1-trifluoropropane (HCFC-253fb)",TRI,NO,NO,NO,NO,Pounds,2269.82,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.92,155.92
3-Chloro-2-methyl-1-propene,TRI,NO,YES,NO,NO,Pounds,166.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41400.0,1628.0,43028.0
3-Chloropropionitrile,TRI,NO,NO,NO,NO,Pounds,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-Iodo-2-propynyl butylcarbamate,TRI,NO,NO,NO,NO,Pounds,687.41,306.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,1282.63,8050.344,25229.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12718.28,0.0,37.6,7.0,750.682,46.7,0.0,0.0,486.207,144.0,30456.286,52697.099
"3-[[(Heptadecafluorooctyl)sulfonyl]amino]-N,N,N-trimethyl-1-propanaminium iodide",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4,4'-Diaminodiphenyl ether",TRI,NO,YES,NO,NO,Pounds,250.0,5.26,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.26,1.25,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523.75,1874.0
"4,4'-Isopropylidenediphenol",TRI,NO,NO,NO,NO,Pounds,28437.880999999998,15141.473,1630.55,0.0,0.0,0.0,0.0,31909.923598,765194.0,0.0,0.0,0.0,0.0,0.0,842313.827598,143.56560000000002,922.6344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2162579.53,1785.0,3896.0,25963.1965,3030.8399999999997,7743.21,3630.0,753072.4299999999,817300.4299999999,328419.0,154317.92440000002,3508808.6964999996
"4,4'-Methylenebis(2-chloroaniline)",TRI,NO,YES,NO,NO,Pounds,6.900009,9.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.660009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,5385.0,5959.0
"4,4'-Methylenedianiline",TRI,NO,YES,NO,NO,Pounds,1236.38,360.7,3328.0,0.0,240000.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,244934.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,153.0,0.0,0.0,98.0,6.0,0.0,1579.0,8760.0,11690.0,79715.0,101330.0
"4,6-Dinitro-o-cresol",TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Aminoazobenzene,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.0,1337.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.29,43.29
4-Aminobiphenyl,TRI,NO,YES,NO,NO,Pounds,9.53,2.99,0.0,0.0,18.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.24,190.24
4-Dimethylaminoazobenzene,TRI,NO,YES,NO,NO,Pounds,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Nitrophenol,TRI,NO,NO,NO,NO,Pounds,0.004,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.38
