34. CHEMICAL,40. CLASSIFICATION,41. METAL,43. CARCINOGEN,44. PBT,45. PFAS,47. UNIT OF MEASURE,48. 5.1 - FUGITIVE AIR,49. 5.2 - STACK AIR,50. 5.3 - WATER,51. 5.4 - UNDERGROUND,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,54. 5.5.1 - LANDFILLS,55. 5.5.1A - RCRA C LANDFILL,56. 5.5.1B - OTHER LANDFILLS,57. 5.5.2 - LAND TREATMENT,58. 5.5.3 - SURFACE IMPNDMNT,59. 5.5.3A - RCRA SURFACE IM,60. 5.5.3B - OTHER SURFACE I,61. 5.5.4 - OTHER DISPOSAL,62. ON-SITE RELEASE TOTAL,63. 6.1 - POTW - TRNS RLSE,64. 6.1 - POTW - TRNS TRT,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,74. 6.2 - M72,75. 6.2 - M63,76. 6.2 - M66,77. 6.2 - M67,78. 6.2 - M64,79. 6.2 - M65,80. 6.2 - M73,81. 6.2 - M79,82. 6.2 - M90,83. 6.2 - M94,84. 6.2 - M99,88. 6.2 - M26,91. OFF-SITE RECYCLED TOTAL,94. OFF-SITE ENERGY RECOVERY T,101. OFF-SITE TREATED TOTAL,103. 6.2 - TOTAL TRANSFER
5-Nitro-o-toluidine,TRI,NO,NO,NO,NO,Pounds,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abamectin,TRI,NO,NO,NO,NO,Pounds,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,489.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.54,488.68,1659.1799999999998
Acephate,TRI,NO,NO,NO,NO,Pounds,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35109.36,0.0,0.0,0.0,0.0,0.0,0.0,35111.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,11.0,1131.0
Acetaldehyde,TRI,NO,YES,NO,NO,Pounds,1331141.5769,6316036.480148,299269.929,0.0,254283.01,0.0,0.0,247.2,762.793326,99.1,0.0,0.0,7933.2699999999995,25.0,8209798.359374,93636.9334,1021718.2152,0.0,29.0,0.0,0.0,0.0,0.0,0.0,16763.73,0.0,10.306000000000001,0.0,1943.0,0.0,9.0,575.4742000000001,27618.6442,1844332.5001,2167754.9468,4152098.0604999997
Acetamide,TRI,NO,YES,NO,NO,Pounds,0.0,72.0,255.0,0.0,1213407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.71,339.71
Acetonitrile,TRI,NO,NO,NO,NO,Pounds,610745.9758499999,165638.7274,2133.39,0.0,21188935.43,0.0,0.0,828.55,0.0,0.0,0.0,0.0,32.0,0.0,21968314.07325,366835.5106,1044051.7194,0.0,0.12,0.0,0.0,0.0,0.0,0.0,431.52,71.73400000000001,0.0,0.0,63748.31,2861.7,105295.0,384621.0896,4513193.6896,11221270.94,15867601.5304,32201704.8546
Acetophenone,TRI,NO,NO,NO,NO,Pounds,41746.1433,166092.0803,825.1,0.0,479319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687982.3236,3030.2932239999996,34767.872076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3199.7697000000003,501.4152,1319.449,0.0,250.0,648.0,1282.0,4917.0,4917.0,820.3613,140724.424076,156693.9455
"Acifluorfen, sodium salt",TRI,NO,NO,NO,NO,Pounds,5.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3089.0,3089.0
Acrolein,TRI,NO,NO,NO,NO,Pounds,10337.59,320002.517,581.61,0.0,10050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,340977.717,725.8499999999999,7344.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,1091.0,1091.0,245299.8,15251.95,262453.6
Acrylamide,TRI,NO,YES,NO,NO,Pounds,10913.482,29815.295,49.0,0.0,5343988.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5384780.777,7583.36816,20260.232000000004,0.0,0.045,0.0,0.0,0.0,0.0,0.0,161712.11,0.049,1146.0,0.0,82.0,89.0,2611.4,55.2244,55.3544,199.0,53336.483,230214.80956
Acrylic acid,TRI,NO,NO,NO,NO,Pounds,104461.4022,173094.40054,7001.0,0.0,1150928.0,0.0,0.0,350005.0,0.0,0.0,0.0,0.0,0.0,0.0,1785489.80274,153108.3488,1745317.0112,0.0,0.073,0.0,0.0,0.0,0.0,0.0,46471.9175,541.3093,767.0,10.0,13410.0,782.0,17248.1514,997.0,160065.78,5585321.6687,5672673.6443,11650399.893
Acrylonitrile,TRI,NO,YES,NO,NO,Pounds,128671.07,164541.302,107.84,0.0,7450454.0,0.0,0.0,12008.0,0.0,0.0,0.0,0.0,0.0,5.0,7755787.212,2660.6449000000002,25117.278100000003,0.0,0.059,0.0,0.0,0.0,0.0,0.0,2550.0,0.065,9.0,0.0,0.0,422.01,372.0,58.0,287.45,750430.6599999999,975845.8225,1732577.7114
Alachlor,TRI,NO,NO,NO,NO,Pounds,0.011,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,9.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13970.0,13979.067
"Alcohols, C8-14, γ-ω-perfluoro",TRI,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aldicarb,TRI,NO,NO,NO,NO,Pounds,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,18003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aldrin,PBT,NO,NO,YES,NO,Pounds,1.2401,1.09,0.0,0.0,0.0,0.0,0.0,1030.52,0.0,0.0,0.0,0.0,0.0,0.0,1032.8501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.9,14.47
Allyl alcohol,TRI,NO,NO,NO,NO,Pounds,35357.952,10671.983,13991.49,0.0,276509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336530.425,23.12,375007.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,12.0,0.008,0.0,404235.0,200.0,0.0,0.0,0.0,0.0,112052.12,520060.29,1036590.545
Allyl chloride,TRI,NO,NO,NO,NO,Pounds,8436.62,13562.82,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22010.440000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5144.0,5144.0,100809.4,417330.9,523292.3
Allylamine,TRI,NO,NO,NO,NO,Pounds,263.0,1004.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,3721.0
Aluminum (fume or dust),TRI,NO,NO,NO,NO,Pounds,207827.728303,550200.593194,0.0,0.0,0.0,0.0,0.0,425140.577497,728525.0,0.0,0.0,0.0,5.0,300995.0,2212693.898994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5414235.7190000005,595441.38,0.0,0.0,9484.001,59823.0,614.4177,1149548.356,81668841.726,0.0,151633.8723,87900074.116
Aluminum oxide (fibrous forms),TRI,NO,NO,NO,NO,Pounds,5441.712378,2041.260458,155.25,0.0,0.0,0.0,0.0,4718413.357484,7.0,0.0,0.0,0.0,0.0,180.73,4726239.31032,39.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500356.45999999996,207514.0,386346.0,217.0,252.824,0.0,1490.0,2240732.0,2990700.0,1990.0900000000001,52854.0,4314760.116
Aluminum phosphide,TRI,NO,NO,NO,NO,Pounds,21234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21236.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Ametryn,TRI,NO,NO,NO,NO,Pounds,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amitrole,TRI,NO,YES,NO,NO,Pounds,3.004,0.02,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,19003.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ammonia,TRI,NO,NO,NO,NO,Pounds,35535000.944299996,97937506.243767,4307584.5399,0.0,26597255.580000002,940488.2297,0.0,304564.79,122040.7,579134.124,0.0,2300.0,1931962.614,186392.5127,168444230.278367,3195654.341536,3953330.626564,0.0,916792.2453,65042.299999999996,0.0,0.0,0.0,1642.0,559869.3117,286328.72479999997,1015734.32,88487.2,149250.22,46516.64,62911.8705,2297800.2800000003,3339365.09,86534.9864,6928483.508839,16742767.759075
Aniline,TRI,NO,NO,NO,NO,Pounds,25212.0987,31013.084,367.0,0.0,2757394.52,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2814001.7027,7643.3244,10966.2256,0.0,0.022,0.0,0.0,0.0,0.0,0.0,246.0,82.024,0.0,0.0,2.65,128.8,0.0,1390.95,1390.95,1432659.6,783843.8656,2226017.236
Anthracene,TRI,NO,NO,NO,NO,Pounds,5207.359737,2872.327061,319.766,0.0,266.114,0.0,0.0,28253.65,62.0,0.0,0.0,0.0,3.0,21.6623,37005.879099000005,108.9,128.105,0.0,1.014,0.0,0.0,0.0,0.0,0.0,3255.606,352.2054,1.0,29.0,3538.0,0.0,0.0,64694.971,65319.971,2841.94,24879.526,100340.1624
Antimony,TRI,YES,NO,NO,NO,Pounds,88.71470000000001,1249.9384,209.356,0.0,0.0,0.0,0.0,43932.49,333881.7,0.0,0.0,0.0,0.0,8.81,379371.00909999997,2217.7431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13756.619999999999,13224.55,0.0,0.0,6844.2,639.0,12.368,15889.006449999999,1364941.82155,0.0,0.0,1417111.86785
Antimony  And Antimony Compounds,TRI,YES,NO,NO,NO,Pounds,1724.7979,7942.668633,2333.0119,0.0,7617.0,0.0,0.0,466054.121285,3924.0,0.0,0.0,25235.0,16466.0,54656.4,585952.9997180001,4014.714508,0.0,0.0,0.0,0.0,0.0,0.0,48525.0,0.0,1328905.284,229993.6502,0.0,48070.8,63253.5323,34140.141,5192.8656,349504.5134,1686985.6934,0.0,0.0,3487848.8590079998
Antimony compounds,TRI,YES,NO,NO,NO,Pounds,6290.6232,6962.291792999999,3430.093925,0.0,9997.0,1600.0,0.0,84056.78,6642.96,33.0,0.0,0.0,4900037.0844,1660202.76,6679252.5933179995,6854.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854.1,313202.134,36064.43,0.0,3333.0,97447.01,92188.59,13212.29,643163.605,820726.397,0.0,0.0,1418974.323
Arsenic,TRI,YES,YES,NO,NO,Pounds,42.736847,132.42114,5084.619,0.0,0.0,0.5,0.0,116384.28,86842.39,0.0,0.0,2.0,235677.31,73544.85,517711.106987,2544.19935,0.0,0.0,0.0,0.0,0.0,0.0,9.9e-05,0.0,100886.12,106217.3877,0.0,23295.0,11.5212,275.0,596.585,1.46503,118159.11103,0.0,0.0,355183.892279
Arsenic  And Arsenic Compounds,TRI,YES,NO,NO,NO,Pounds,3253.6186000000002,11918.6202,760.11504,0.0,139757.56,0.0,0.0,753130.17134,330925.0,57037.022,0.0,18303.0,50717.17,930513.0800000001,2296315.35718,453.1583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241085.37018,58213.87297,23113.0,16268.0,7806.3508999999995,46899.659999999996,501.0,42733.44,106629.4086,0.0,0.0,558071.40025
Arsenic compounds,TRI,YES,NO,NO,NO,Pounds,14809.744999999999,10870.959,11016.956,0.0,231.0,30.0,0.0,20767.0,1464598.6,438.5,0.0,0.0,65563107.0,253934078.36,321019948.12,13.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124682.28,17333.816,30572.0,67637.0,144157.788405,19793.00093,8450.0,1.1600000000000001,18596.94,0.0,0.0,479833.056135
Asbestos (friable),TRI,NO,YES,NO,NO,Pounds,2230.847111,4.271732,0.0,0.0,0.0,0.0,0.0,8865424.59,1728971.0,0.0,0.0,0.0,0.0,0.0,10596630.708843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268772.06,58880.0,0.0,0.0,36715.0,22800.0,0.0,0.0,0.0,0.0,0.0,2387167.06
Atrazine,TRI,NO,NO,NO,NO,Pounds,6623.4032,26278.702,54.86,0.0,0.0,0.0,0.0,514000.0,0.0,263741.0,0.0,0.0,0.0,0.0,810697.9652,5.16,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,79270.98,159098.769,14.0,50000.0,0.0,0.0,0.0,37.0,37.0,162846.14,73786.72,525058.777
Barium,TRI,NO,NO,NO,NO,Pounds,462.06993,3128.431559,1880.4399999999998,0.0,4.02,9.0,0.0,736531.86,235920.64,0.0,0.0,15.06,940.48,67292.75,1046184.7514889999,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.000496,0.0,115370.57,2842.81383,0.0,28532.01,6470.4259,677691.22,0.04,11508.5447,17583.3655,0.0,62.02,882927.4657259999
Barium  And Barium Compounds,TRI,NO,NO,NO,NO,Pounds,64411.190155,267952.158404,146770.6519,0.0,25565.0,0.0,0.0,730700.74,26144846.3,233793.16,0.0,32993.0,2235766.82,703335.4299999999,30586134.450459,68302.73879999999,0.0,0.0,6812.0,0.0,0.0,0.0,0.0,0.0,13147267.89712,380236.01242,103828.0,1363187.8,3358.42,92705.5759,1121.0285,1494730.12,2159102.4989,0.0,4018.3657759999996,18216563.370327
Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),TRI,NO,NO,NO,NO,Pounds,27939.2726,317542.737692,267411.056842,0.0,33783.0,1500.0,0.0,518448.859,55338339.867,38542.19,0.0,1800.0,13414765.598,51692303.3,121652375.881134,282780.04000000004,0.0,0.0,231.0,0.0,0.0,0.0,1330.0,107.0,4887142.142,138808.69999999998,544136.4149999999,2620360.5,1261118.2101,455498.079,3480.1,634104.99,1992980.43,0.0,1746.48,14005416.3693
Bendiocarb,TRI,NO,NO,NO,NO,Pounds,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benfluralin,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benomyl,TRI,NO,NO,NO,NO,Pounds,8.629999999999999,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benzal chloride,TRI,NO,NO,NO,NO,Pounds,155.003,19.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8072.0,1873.2,9945.2
Benzene,TRI,NO,YES,NO,NO,Pounds,927233.5706,1951364.20485,3458.67626,0.0,243449.68,4.00112,0.0,5495.150000000001,51.5478,255.0,0.0,0.0,563.6,741.4278,3132616.85843,7976.330637999999,28329.980612,0.0,10456.564400000001,0.1,0.0,0.0,0.0,0.0,50831.680999,14071.738978,535.8841,263.6024,8040.733,513.7243,6510.666012,284461.71533,354548.64733,1324444.6310700001,2526391.967991,4324231.807218
Benzidine,TRI,NO,YES,NO,NO,Pounds,3.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benzo[g,h,i]perylene",PBT,NO,NO,YES,NO,Pounds,2075.335623,6921.743078999999,193.806316,0.0,284.46,0.0,0.0,3773.6119049999998,4151.235000000001,15.62,0.0,4.5,169.1744,4220.261119000001,21809.747444,26.135,163.743187,0.0,0.014,0.0,0.0,0.0,2.19,0.0,7213.861166,1437.7948410000001,165.0552,3.450965,7478.6919769999995,112.99891,873.866567,14968.645563,15219.229956000001,9683.153152,11640.983938,54086.452172000005
Benzoic trichloride,TRI,NO,YES,NO,NO,Pounds,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benzoyl chloride,TRI,NO,NO,NO,NO,Pounds,2128.924261,1013.6062900000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3147.530551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6062,0.6714,0.0,18353.2073,18353.8787
Benzoyl peroxide,TRI,NO,NO,NO,NO,Pounds,920.112,16.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.242,76.56,885.44,0.0,0.005,0.0,0.0,0.0,0.0,0.0,1056.0,0.006,0.0,0.0,0.0,0.0,0.0,8520.0,8520.0,59717.0,103379.09,172748.661
Benzyl chloride,TRI,NO,NO,NO,NO,Pounds,2742.3984,1168.4989,8.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,22918.8973,2057.93,3041.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.7658,6204.3018,0.0,0.0,0.0,43.0,0.0,0.0,0.0,209944.5317,10061.6338,229144.1631
Beryllium,TRI,YES,YES,NO,NO,Pounds,24.375,7.562,5.9,0.0,0.0,0.0,0.0,153334.0,0.0,0.0,0.0,0.0,0.0,0.0,153371.837,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.4,1617.0,0.0,0.0,0.047,6.6,0.0,750.26,194118.32,0.0,0.0,198367.381
Beryllium  And Beryllium Compounds,TRI,YES,YES,NO,NO,Pounds,12.067,386.5,71.1,0.0,0.0,0.0,0.0,46670.0,87969.81,555.0,0.0,0.0,6465.2,19961.8,162091.477,0.0,0.0,0.0,2721.0,0.0,0.0,0.0,0.0,0.0,1054.0,45490.0,0.0,0.0,512.2,0.0,1.0,0.0,11313.0,0.0,0.0,62364.2
Beryllium compounds,TRI,YES,YES,NO,NO,Pounds,43.15,293.2308,96.73,0.0,0.0,30.0,0.0,38313.23,136280.1,140.0,0.0,0.0,96880.64,3644.0,275721.0808,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11733.0,5.0,0.0,0.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,11771.2
Bifenthrin,TRI,NO,NO,NO,NO,Pounds,137.73,554.75,0.3,0.0,0.0,0.0,0.0,14575.4,0.0,0.0,0.0,0.0,0.0,5.0,15273.18,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.29,750.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0,0.0,12022.26,15064.55
Biphenyl,TRI,NO,NO,NO,NO,Pounds,82774.81420000001,39219.36165,56.032000000000004,0.0,48730.73,0.0,0.0,3571.62,9031.0,0.0,0.0,0.0,0.0,304.31,183687.86785,246.12,1782.88,0.0,0.007,0.0,0.0,0.0,0.0,0.0,19730.88,16916.008,0.0,0.0,0.0,1833.58,560.42,24239.0,47029.0,96834.97,233538.48,416989.465
Bis(2-chloro-1-methylethyl) ether,TRI,NO,NO,NO,NO,Pounds,1135.0,19.0,317.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.001
Bis(2-chloroethoxy)methane,TRI,NO,NO,NO,NO,Pounds,7.51,106.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bis(2-chloroethyl) ether,TRI,NO,NO,NO,NO,Pounds,233.39999999999998,580.8359,4.05627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.29217,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.0,152110.65,153683.65
Bis(chloromethyl) ether,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bis(tributyltin) oxide,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0
Boron trichloride,TRI,NO,NO,NO,NO,Pounds,61.8,2400.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2462.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2951.0,2951.0,0.0,146.0,3097.0
Boron trifluoride,TRI,NO,NO,NO,NO,Pounds,5295.44,259.74,0.0,0.0,314893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320448.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,7612.0
Bromacil,TRI,NO,NO,NO,NO,Pounds,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,772.0
Bromine,TRI,NO,NO,NO,NO,Pounds,40042.9,27718.1,40.0,0.0,10.0,0.0,0.0,22684.0,18163.0,0.0,0.0,0.0,0.0,0.0,108658.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,9.0,0.0,0.0,26.0,0.0,216.0
Bromochlorodifluoromethane (Halon 1211),TRI,NO,NO,NO,NO,Pounds,2804.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bromoform,TRI,NO,NO,NO,NO,Pounds,0.0,6727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6727.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Bromomethane,TRI,NO,NO,NO,NO,Pounds,17569.003,263416.02,52.0,0.0,210.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,281250.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bromotrifluoromethane (Halon 1301),TRI,NO,NO,NO,NO,Pounds,13045.0,1228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bromoxynil,TRI,NO,NO,NO,NO,Pounds,221.00008,44.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.02008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,143.0
Bromoxynil octanoate,TRI,NO,NO,NO,NO,Pounds,222.79,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3179.0,3181.0
Butyl acrylate,TRI,NO,NO,NO,NO,Pounds,46392.378354,141561.884663,70.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188025.123017,4534.197,36313.275,0.0,0.052,0.0,0.0,0.0,0.0,0.0,38213.68,0.057,0.0,1000.0,2364.06,2121.0,21517.0,4430.0,4430.7252,549569.38,425428.052,1049178.2032
