Chemical,Metal,Carcinogen,PBT,PFAS,Units,Air,Water,Landfill,Underground Wells,Land Treatment,Surface Impoundment,Recycled
Chromium(III) perfluorooctanoate,NO,NO,NO,YES,Pounds,750.0,0.0,0.0,0.0,0.0,0.0,0.0
Cobalt,YES,YES,NO,NO,Pounds,8680.447680000001,620.7805000000001,159228.70795,9800.0,30.0,226332.56,13476215.49
Cobalt  And Cobalt Compounds,YES,NO,NO,NO,Pounds,13637.803749,2921.09,1028603.4827619999,12197.44,3953.3,629077.85,2302376.4832
Cobalt compounds,YES,NO,NO,NO,Pounds,10594.058506000001,66519.90000000001,1073507.455,50485.47,12505.2,923406.25,1757055.98039
Copper,YES,NO,NO,NO,Pounds,358529.917292,14622.65425,5764970.435989,240709.96429200002,114327.6729,172751.65,378437057.597163
Copper  And Copper Compounds,YES,NO,NO,NO,Pounds,254342.899914,55254.1675,13685923.085355999,377677.99,31070.068,24064671.583,49952110.3706
Copper compounds,YES,NO,NO,NO,Pounds,169750.036235,111508.3955,6157699.672499999,154096.90000000002,50334.189,95680584.5142,56038976.703
Creosote,NO,YES,NO,NO,Pounds,145503.632352,159.0,236155.581,0.091,0.0,0.0,690.1
Cresol (mixed isomers),NO,NO,NO,NO,Pounds,804576.6440000001,2255.472,19893.979799999997,426808.097,66.53,15291.0,2156.24
Crotonaldehyde,NO,NO,NO,NO,Pounds,215.23408,0.0,0.0,2849.0,1.0,0.0,0.0
Cumene,NO,YES,NO,NO,Pounds,905167.3578,298.416,4098.9841,3889.161,31.343,0.0,285237.5922
Cumene hydroperoxide,NO,NO,NO,NO,Pounds,30490.0668,2600.0,69654.02,22783.0,0.0,0.0,10232.17
Cyanide compounds,NO,NO,NO,NO,Pounds,142832.0924,17461.45,679756.2315,5551903.001,0.0,1887554.0,186917.93803
Cycloate,NO,NO,NO,NO,Pounds,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyclohexane,NO,NO,NO,NO,Pounds,3603021.1770599997,33234.371,35511.161,96671.412,438.08,12.0,1567545.0664
Cyclohexanol,NO,NO,NO,NO,Pounds,45697.6,32372.0,1001.0,1352997.1,0.0,0.0,73.0
Cyfluthrin,NO,NO,NO,NO,Pounds,208.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyhalothrin,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dazomet,NO,NO,NO,NO,Pounds,31.0,8.0,0.0,0.0,0.0,0.0,0.0
Decabromodiphenyl oxide,NO,NO,NO,NO,Pounds,932.0,0.0,9767.0,0.0,0.0,0.0,0.0
Di(2-ethylhexyl) phthalate,NO,YES,NO,NO,Pounds,18465.214908,26.51,59717.389,10240.226,0.0,0.0,3211723.97
Diallate,NO,NO,NO,NO,Pounds,0.025,0.0,0.0,0.0,0.0,0.0,0.0
Diaminotoluene (mixed isomers),NO,YES,NO,NO,Pounds,4162.155,116.0,270.0,0.0,0.0,5.0,0.0
Diazinon,NO,YES,NO,NO,Pounds,130.86303,5.0,39.051,0.01,0.0,0.0,252.0
Dibenzofuran,NO,NO,NO,NO,Pounds,3218.8,27.0,867.0,3.0,0.0,0.0,39000.0
Dibromotetrafluoroethane,NO,NO,NO,NO,Pounds,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Dibutyl phthalate,NO,NO,NO,NO,Pounds,85485.12092500001,0.0,39335.985,61993.013,0.0,0.0,3706.0
Dicamba,NO,NO,NO,NO,Pounds,3360.33718,9.0,50861.950000000004,72858.009,0.0,0.0,0.0
Dichloran,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dichlorobenzene (mixed isomers),NO,YES,NO,NO,Pounds,19.513,0.0,70.139,0.008,0.0,0.0,94.0
Dichlorobromomethane,NO,YES,NO,NO,Pounds,1513.0,0.0,0.0,0.0,0.0,0.0,0.0
Dichlorodifluoromethane (CFC-12),NO,NO,NO,NO,Pounds,34982.111,0.0,0.0,0.0,0.0,0.0,26.0
Dichlorofluoromethane (HCFC-21),NO,NO,NO,NO,Pounds,1300.0,0.0,0.0,0.0,0.0,0.0,0.0
Dichloromethane,NO,YES,NO,NO,Pounds,2853756.9067,5534.712,121941.93800000001,514448.224,0.0,0.0,6663079.05
Dichlorotetrafluoroethane (CFC-114),NO,NO,NO,NO,Pounds,79011.62000699999,0.0,0.0,0.0,0.0,0.0,0.0
Dichlorvos,NO,YES,NO,NO,Pounds,412.02000699999996,0.0,11564.0,0.0,0.0,0.0,0.0
Dicofol,NO,NO,NO,NO,Pounds,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Dicyclopentadiene,NO,NO,NO,NO,Pounds,150917.62028,280.42999999999995,41488.96,81437.05,608.733,0.0,1663.9
Diepoxybutane,NO,YES,NO,NO,Pounds,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Diethanolamine,NO,NO,NO,NO,Pounds,83586.41067000001,30859.0,328869.0353,839200.296,28000.0,0.0,2606.0
Diethyl sulfate,NO,YES,NO,NO,Pounds,5003.34,0.0,0.0,0.0,0.0,0.0,0.0
Diflubenzuron,NO,NO,NO,NO,Pounds,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Diglycidyl resorcinol ether,NO,YES,NO,NO,Pounds,494.0,0.0,0.0,0.0,0.0,0.0,0.0
Dihydrosafrole,NO,YES,NO,NO,Pounds,0.024,0.0,0.0,0.0,0.0,0.0,0.0
Diisocyanates,NO,NO,NO,NO,Pounds,405183.88595699996,6.89,2129638.793,1064.4,3444.0,0.0,382449.0572
Dimethoate,NO,NO,NO,NO,Pounds,27.200000000000003,5.0,0.0,0.0,0.0,0.0,0.0
Dimethyl phthalate,NO,NO,NO,NO,Pounds,86485.242227,0.0,68465.3141,23797.005,0.0,0.0,31910.2043
Dimethyl sulfate,NO,YES,NO,NO,Pounds,840.293,5.0,0.0,0.0,0.0,0.0,460000.0
Dimethylamine,NO,NO,NO,NO,Pounds,104172.396,33490.0,269647.213,26954.02,4172.0,0.0,57.0
Dimethylamine dicamba,NO,NO,NO,NO,Pounds,251.78,0.0,8.0,0.0,0.0,0.0,0.0
Dimethylcarbamoyl chloride,NO,YES,NO,NO,Pounds,3.014,0.0,0.0,0.0,0.0,0.0,0.0
Dinitrobutyl phenol,NO,NO,NO,NO,Pounds,1295.7699999999998,34.0,12.0,68681.06,0.0,0.0,0.0
Dinitrotoluene (mixed isomers),NO,NO,NO,NO,Pounds,46115.497,37.0,0.9,0.0,0.0,0.0,0.0
Dioxin and dioxin-like compounds,NO,YES,YES,NO,Grams,1067.6119700000002,1294.4753,64436.890961000005,209.264408,37.896111,8319.709512,5854.588351
Diphenylamine,NO,NO,NO,NO,Pounds,11449.343,28.05,64285.58,864.009,0.0,125.0,2084.0
Dipotassium endothall,NO,NO,NO,NO,Pounds,11.940000000000001,2796.0,0.0,0.0,0.0,0.0,0.0
Diuron,NO,NO,NO,NO,Pounds,236.0,5.0,0.0,0.0,0.0,49.0,0.0
Epichlorohydrin,NO,YES,NO,NO,Pounds,81351.42060000001,6104.6,85137.027,23794.006,21.5,0.0,6483.0
"Ethanaminium, N,N,N-triethyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonic acid (1:1)",NO,NO,NO,YES,Pounds,0.0,0.075,0.0,0.0,0.0,0.0,0.0
"Ethanol, 2,2'-iminobis-, compd. with α,α'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[ω-fluoropoly(difluoromethylene)] (1:1)",NO,NO,NO,YES,Pounds,0.01,0.0,0.0,0.0,0.0,0.0,0.0
"Ethanol, 2,2'-iminobis-, compd. with α-fluoro-ω-[2-(phosphonooxy)ethyl]poly(difluoromethylene) (2:1)",NO,NO,NO,YES,Pounds,4.01,0.0,0.0,0.0,0.0,0.0,0.0
Ethoprop,NO,NO,NO,NO,Pounds,10.0,0.0,11092.0,0.0,0.0,0.0,0.0
Ethyl acrylate,NO,YES,NO,NO,Pounds,64508.417,9.71,4953.768,2839.968,0.0,0.0,1010.0
Ethyl chloroformate,NO,NO,NO,NO,Pounds,498.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethylbenzene,NO,YES,NO,NO,Pounds,2107153.499978,1736.1082,86963.1135,531386.588,3488.8311000000003,446.44000000000005,2256498.946508
Ethylene,NO,NO,NO,NO,Pounds,18294067.5027,192.0,40143.0,250.0,54.0,0.0,1396.92
Ethylene glycol,NO,NO,NO,NO,Pounds,1585009.26745,386173.742,9023656.864021,6951882.759,33067.0,0.0,29869134.0287
Ethylene oxide,NO,YES,NO,NO,Pounds,155697.5973,1645.0,273.679,10159.0,8.0,0.0,20563.0
Ethylene thiourea,NO,YES,NO,NO,Pounds,1060.2448,0.0,12398.64,0.0,0.0,0.0,10368.39
"Ethylenebisdithiocarbamic acid, salts and esters",NO,NO,NO,NO,Pounds,3.27,0.0,0.0,0.0,0.0,0.0,0.0
Ethyleneimine,NO,YES,NO,NO,Pounds,0.0,0.0,18000.0,0.0,0.0,0.0,0.0
Ethylidene dichloride,NO,NO,NO,NO,Pounds,9528.934000000001,185.0,0.24,0.0,0.0,0.0,595.0
"Fatty acids, linseed-oil, γ-ω-perfluoro-C8-14-alkyl esters",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fenbutatin oxide,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fenpropathrin,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fluorine,NO,NO,NO,NO,Pounds,25346.2,0.0,0.0,0.0,0.0,0.0,0.0
Fluorouracil,NO,NO,NO,NO,Pounds,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Folpet,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fomesafen,NO,NO,NO,NO,Pounds,269.0,0.58,23158.23,0.0,0.0,0.0,0.0
Formaldehyde,NO,YES,NO,NO,Pounds,4701402.307053,181946.26,282271.42189999996,12935343.143,437.69800000000004,159612.08000000002,30252.29
Formic acid,NO,NO,NO,NO,Pounds,491601.2547,372667.095,383518.1273,13402912.124,2.68,19000.2,368135.44
Freon 113 (CFC-113),NO,NO,NO,NO,Pounds,670971.2000000001,0.0,0.0,0.0,0.0,0.0,0.0
Furan,NO,YES,NO,NO,Pounds,12720.960000000001,0.0,97500.0,0.0,0.0,0.0,0.0
Glycidol,NO,YES,NO,NO,Pounds,1421.9,19633.0,0.0,0.0,0.0,0.0,0.0
Heptachlor,NO,YES,YES,NO,Pounds,17.494,0.0,316.714,0.012,0.0,0.0,10.0
Hexabromocyclododecane,NO,NO,YES,NO,Pounds,0.0,0.0,10777.2,0.0,0.0,0.0,0.0
"Hexachloro-1,3-butadiene",NO,NO,NO,NO,Pounds,2174.96,27.0,3.9,0.0,0.0,0.0,40955.0
Hexachlorobenzene,NO,YES,YES,NO,Pounds,846.7149999999999,103.1661,2924.7,0.04,0.0,1424.34,18.04
Hexachlorocyclopentadiene,NO,NO,NO,NO,Pounds,11.60001,0.03,0.0,0.0,0.0,0.0,0.0
Hexachloroethane,NO,YES,NO,NO,Pounds,938.3365530000001,20.0,262.0,202.0,0.0,0.0,39615.002
Hexachlorophene,NO,NO,NO,NO,Pounds,7.354,0.0,19000.0,0.0,0.0,0.0,47.0
Hexafluoropropylene oxide dimer acid,NO,NO,NO,YES,Pounds,63.6,0.48,10142.0,6593.0,0.0,0.0,0.0
Hexafluoropropylene oxide dimer acid ammonium salt,NO,NO,NO,YES,Pounds,147.0,672.973,0.0,0.0,0.0,0.0,174912.0
Hexazinone,NO,NO,NO,NO,Pounds,74.25,0.0,792.0,0.0,0.0,0.0,0.0
Hydramethylnon,NO,NO,NO,NO,Pounds,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Hydrazine,NO,YES,NO,NO,Pounds,3116.462288,133.0,7.84,0.0,0.0,0.0,20.8
Hydrazine sulfate (1:1),NO,YES,NO,NO,Pounds,0.12,0.0,0.0,0.0,0.0,0.0,0.0
"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,NO,NO,Pounds,24453915.609708,0.0,32142.46,677.94,0.0,663.06,86801.03
Hydrogen cyanide,NO,NO,NO,NO,Pounds,5295584.665899999,839.45,9969.000002,621638.763,0.0,0.0,0.0
Hydrogen fluoride,NO,NO,NO,NO,Pounds,9463863.365,351.4,26293190.714022998,557723.45,0.0,1892769.0,14285.05
Hydrogen sulfide,NO,NO,NO,NO,Pounds,17395226.624869,374352.27,34654.3784,9339597.54,25878.04,243135.77,18407891.62
Hydroquinone,NO,NO,NO,NO,Pounds,17070.197903,4996.0,70634.225,329096.008,0.0,1.0,1586.0
Iron pentacarbonyl,NO,NO,NO,NO,Pounds,14261.0,0.0,0.0,0.0,0.0,0.0,0.0
Isobutyraldehyde,NO,NO,NO,NO,Pounds,91533.15,22.0,29.0,212939.0,182.0,0.0,2163.0
Isodrin,NO,NO,YES,NO,Pounds,0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Isoprene,NO,YES,NO,NO,Pounds,187361.2996,518.0,3382.35,0.0,0.0,0.0,1709.6
"Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, no supplier notification)",NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isosafrole,NO,NO,NO,NO,Pounds,3.36,0.0,0.0,0.0,0.0,0.0,0.0
Lead,YES,YES,YES,NO,Pounds,64871.94937,5260.513169,7636250.653985,159440.80270000003,1769.9704299999999,557511.926274,47280533.030708
Lead  And Lead Compounds,YES,NO,YES,NO,Pounds,153071.004843,22329.760716,33546971.637197997,18597.291,39639.2416,30148559.489636004,169757989.356008
Lead compounds,YES,NO,YES,NO,Pounds,86677.537921,15021.120846,6059202.714759,230043.98068600002,15129.301,135305368.14999402,29917491.367234
Lindane,NO,YES,NO,NO,Pounds,189.26299999999998,0.0,56.028,0.008,0.0,0.0,474.0
Linuron,NO,NO,NO,NO,Pounds,11.83,0.0,0.0,0.0,0.0,0.0,10.0
Lithium carbonate,NO,NO,NO,NO,Pounds,11989.420150000002,166.76,225901.58000000002,0.0,0.0,0.0,20875.02
Malathion,NO,YES,NO,NO,Pounds,955.102,5.0,39.008,0.007,0.0,0.0,244.0
Maleic anhydride,NO,NO,NO,NO,Pounds,159952.07538,478.42,541273.5727,59333.039,0.0,0.0,14011.0
Malononitrile,NO,NO,NO,NO,Pounds,8.962,0.0,19000.0,0.0,0.0,0.0,0.0
Maneb,NO,NO,NO,NO,Pounds,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Manganese,YES,NO,NO,NO,Pounds,329304.434021,116003.063695,9768739.986949,747.659816,14508.26,921139.808,143741475.706967
Manganese  And Manganese Compounds,YES,NO,NO,NO,Pounds,300572.667314,1685004.6118,54317616.26096,124398.0,498556.52,52575774.676,48433701.2097
Manganese compounds,YES,NO,NO,NO,Pounds,317071.305633,2245699.77,33212119.547300003,9073459.0,486849.01,66758755.616,40894881.2602
Mecoprop,NO,YES,NO,NO,Pounds,260.65000000000003,0.0,250.0,0.0,250.0,0.0,0.0
Mercury,YES,NO,YES,NO,Pounds,4830.368865,173.907059,29766.214640000002,84.44550000000001,264.46322399999997,4090.54912,18746.15592
Mercury  And Mercury Compounds,YES,NO,YES,NO,Pounds,15156.652615,231.999252,156219.49484600002,505.40213000000006,538.37511,991662.89613,431406.749244
Mercury compounds,YES,NO,YES,NO,Pounds,15262.634346,2713.7871010000003,42603.982812999995,150.18728000000002,150.1853,103719.88772,16206.955935
Merphos,NO,NO,NO,NO,Pounds,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Methacrylonitrile,NO,NO,NO,NO,Pounds,0.014,0.0,0.0,35334.0,0.0,0.0,0.0
Metham sodium,NO,NO,NO,NO,Pounds,1085.6599999999999,0.0,26865.69,0.0,0.0,0.0,0.0
Methanol,NO,NO,NO,NO,Pounds,96836916.39497,5097925.426,666211.2817,15169526.773,242126.34600000002,1331774.16,22407882.253
Methiocarb,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methoxone,NO,YES,NO,NO,Pounds,53.00005,0.0,59.0,0.0,0.0,0.0,0.0
Methoxychlor,NO,NO,YES,NO,Pounds,142.952,0.0,1484.318,0.007,0.0,0.0,413.0
Methyl acrylate,NO,YES,NO,NO,Pounds,50246.059500999996,31.0,1314.8666,230.0368,0.0,0.0,182.0
Methyl chlorocarbonate,NO,NO,NO,NO,Pounds,138.04399999999998,0.0,0.0,0.0,0.0,0.0,0.0
Methyl hydrazine,NO,NO,NO,NO,Pounds,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Methyl iodide,NO,NO,NO,NO,Pounds,36377.672,3.0,0.0,0.66,0.0,245.0,2.194
Methyl isobutyl ketone,NO,YES,NO,NO,Pounds,2596081.80186,921.55,99553.2212,29203.535,0.0,457.1,4742492.6423
Methyl methacrylate,NO,NO,NO,NO,Pounds,1848806.5574999999,878.74,149031.492108,2262167.5,0.0,0.0,394911.43
Methyl parathion,NO,NO,NO,NO,Pounds,4.0,0.0,0.0,80631.0,0.0,0.0,0.0
Methyl tert-butyl ether,NO,NO,NO,NO,Pounds,230958.92848,3681.0,1400.722,21946.001,0.001,0.0,174613.5734
Methylene bromide,NO,NO,NO,NO,Pounds,3954.806,0.0,0.0,7076.0,0.0,0.0,0.0
Metribuzin,NO,NO,NO,NO,Pounds,971.73,20.1,26654.25,0.0,0.0,0.0,0.0
Mixture,NO,NO,NO,NO,Pounds,42935.0,10.0,778172.0,0.0,0.0,0.0,0.0
Molybdenum trioxide,NO,YES,NO,NO,Pounds,69207.759019,39682.86,1331020.5880000002,279392.0,4950.0,250.0,965886.010225
Monochloropentafluoroethane (CFC-115),NO,NO,NO,NO,Pounds,5113.938,0.0,0.0,0.0,0.0,0.0,0.0
Mustard gas,NO,YES,NO,NO,Pounds,0.0,0.0,105025.0,0.0,0.0,0.0,0.0
Myclobutanil,NO,NO,NO,NO,Pounds,51.86,0.0,0.0,0.0,0.0,0.0,0.0
"N,N-Dimethylaniline",NO,NO,NO,NO,Pounds,2219.62,0.0,0.0,0.0,0.0,0.0,22050.0
"N,N-Dimethylformamide",NO,YES,NO,NO,Pounds,202992.56509999998,2231.0,16400.6424,788111.621,0.0,0.0,1405725.0
N-Methyl-2-pyrrolidone,NO,NO,NO,NO,Pounds,1404737.677265,7121.86,3520621.289,5383535.027,10045.0,0.0,20749925.349
N-Methylolacrylamide,NO,NO,NO,NO,Pounds,1263.26016,5.0,1754.0,0.0,0.0,0.0,0.0
N-Nitroso-N-ethylurea,NO,YES,NO,NO,Pounds,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitroso-N-methylurea,NO,YES,NO,NO,Pounds,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitrosodi-n-butylamine,NO,YES,NO,NO,Pounds,0.052000000000000005,0.0,237.1,0.0,0.0,0.0,0.0
N-Nitrosodi-n-propylamine,NO,YES,NO,NO,Pounds,1.017,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitrosodiethylamine,NO,YES,NO,NO,Pounds,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitrosodimethylamine,NO,YES,NO,NO,Pounds,0.2,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitrosodiphenylamine,NO,NO,NO,NO,Pounds,6.462,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitrosopiperidine,NO,YES,NO,NO,Pounds,4.4,0.0,0.0,0.0,0.0,0.0,0.0
Nabam,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naled,NO,NO,NO,NO,Pounds,10.0,0.0,10620.0,0.0,0.0,0.0,0.0
Naphthalene,NO,YES,NO,NO,Pounds,1324670.458532,3568.101,2185824.9981,457263.565,247.72799999999998,345.99,469967.0921
Nickel,YES,YES,NO,NO,Pounds,107559.10010899999,6398.423696,4233912.373265,93936.04999999999,1546.7629,681649.7059000001,151271649.000002
Nickel  And Nickel Compounds,YES,YES,NO,NO,Pounds,91316.544459,27236.0729,40236242.8731,261228.06,68095.6576,8632704.05,19211229.9489
Nickel compounds,YES,YES,NO,NO,Pounds,102202.29639999999,28925.7649,4445982.7696,211449.49719999998,21761.45,2139698.28,9895938.4297
Nicotine and salts,NO,NO,NO,NO,Pounds,174888.01499999998,27.0,193670.177,0.015,85705.0,0.0,7803569.275
Nitrapyrin,NO,NO,NO,NO,Pounds,34.0,0.0,317869.15,0.0,0.0,0.0,1846.0
Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,Pounds,299373.54719099996,177150545.108,5878503.3619,34138341.122291,15513456.765999999,11694068.76,1403500.4759
Nitric acid,NO,NO,NO,NO,Pounds,1520968.202138,304933.005,1243256.1132699999,7426541.591,112086.12599999999,325934.03,1289234.634
Nitrilotriacetic acid,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,1780.0,0.0,0.0,0.0
Nitrobenzene,NO,YES,NO,NO,Pounds,15992.843,0.0,261.261,283215.01,0.0,0.0,1418.11
Nitroglycerin,NO,NO,NO,NO,Pounds,97582.16548000001,34486.0,18036.49,0.0,0.0,0.0,4362.0
Nitromethane,NO,YES,NO,NO,Pounds,57558.44,796.0,0.0,0.0,0.0,0.0,0.0
Nonylphenol,NO,NO,NO,NO,Pounds,31436.634335000002,13.830000000000002,178130.7018,0.0,76.0,0.0,13873.0
Nonylphenol Ethoxylates,NO,NO,NO,NO,Pounds,83865.914087,2587.5,260827.091,394.76,125.04,44000.0,3609.8
Norflurazon,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Octachlorostyrene,NO,NO,YES,NO,Pounds,0.0,0.0123,66.718,0.0,0.0,219.55,0.0
"Octanoyl fluoride, pentadecafluoro-",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oryzalin,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Osmium tetroxide,NO,NO,NO,NO,Pounds,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxadiazon,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxyfluorfen,NO,NO,NO,NO,Pounds,2.64,0.3,4980.46,0.0,0.0,0.0,0.0
Ozone,NO,NO,NO,NO,Pounds,811606.503,0.0,0.0,0.0,0.0,0.0,0.0
Paraldehyde,NO,NO,NO,NO,Pounds,44.262,0.0,19000.0,0.0,0.0,0.0,0.0
Paraquat dichloride,NO,NO,NO,NO,Pounds,500.0,0.0,47541.0,262.0,0.0,0.0,0.0
Parathion,NO,YES,NO,NO,Pounds,0.25203,0.0,0.007,0.007,0.0,0.0,0.0
Pendimethalin,NO,NO,YES,NO,Pounds,3337.517238,5.06,17027.128999999997,0.008,1875.0,0.0043,990.0
Pentachlorobenzene,NO,NO,YES,NO,Pounds,37.0202,144.7021,911.092,23.0018,0.0,0.0,0.0
Pentachloroethane,NO,NO,NO,NO,Pounds,1690.042,0.0,220.307,0.006,0.0,0.0,190692.0
Pentachlorophenol,NO,YES,NO,NO,Pounds,56.281,846.0,108.0,0.0,0.0,0.0,1619.0
Pentobarbital sodium,NO,NO,NO,NO,Pounds,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Peracetic acid,NO,NO,NO,NO,Pounds,255341.165,2197.52,10.376999999999999,391.015,4539.73,1700.0,596.0
Perfluorodecanoic acid,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perfluorododecanoic acid,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perfluorohexanesulfonic acid,NO,NO,NO,YES,Pounds,0.0,0.0,500.0,0.0,0.0,0.0,0.0
Perfluorononanoic acid,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perfluorooctane sulfonic acid,NO,NO,NO,YES,Pounds,0.0,0.0,16308.45,0.0,0.0,0.0,0.0
Perfluorooctanoic acid,NO,YES,NO,YES,Pounds,3.84,0.0,0.0,288.0,0.0,0.0,0.0
Perfluorooctyl iodide,NO,NO,NO,YES,Pounds,381.7,65.0,5468.72,0.0,0.0,0.0,490228.0
Perfluorotetradecanoic acid,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Permethrin,NO,NO,NO,NO,Pounds,18.57001,0.0,16195.4,1100.0,0.0,0.0,121.0
Phenanthrene,NO,NO,NO,NO,Pounds,41026.950448,329.1736,47999.0836,274.488,5.539,136.0,158685.819
Phenol,NO,NO,NO,NO,Pounds,3145685.18116,26692.500676,1041956.278587,1356879.286,362.6624,4594.0599999999995,551170.01
Phenolphthalein,NO,YES,NO,NO,Pounds,10.0,0.0,10528.0,0.0,0.0,0.0,0.0
Phenothrin,NO,NO,NO,NO,Pounds,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Phenytoin,NO,YES,NO,NO,Pounds,830.0,0.0,0.0,0.0,0.0,0.0,0.0
Phosgene,NO,NO,NO,NO,Pounds,5691.32,0.0,0.0,0.0,0.0,0.0,0.0
Phosphine,NO,NO,NO,NO,Pounds,4378.4,7.51,0.0,0.0,0.0,0.0,0.0
"Phosphonic acid, perfluoro-C6-12-alkyl derivs.",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phosphorus (yellow or white),NO,NO,NO,NO,Pounds,909.35,0.0,993.889,0.0,0.0,0.0,129294.0
Phthalic anhydride,NO,NO,NO,NO,Pounds,198718.92979999998,27.0,52279.33,36741.027,0.0,1.0,9686.0
Picloram,NO,NO,NO,NO,Pounds,447.1,0.0,18.0,0.0,0.0,0.0,0.0
Picric acid,NO,NO,NO,NO,Pounds,0.2,0.0,0.0,80469.0,0.0,0.0,0.0
Piperonyl butoxide,NO,NO,NO,NO,Pounds,8.36,0.0,0.0,0.0,0.0,0.0,0.0
Pirimiphos-methyl,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poly(difluoromethylene), α,α'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[ω-fluoro-, ammonium salt",NO,NO,NO,YES,Pounds,10.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poly(difluoromethylene), α-fluoro-ω-[2-(phosphonooxy)ethyl]-, diammonium salt",NO,NO,NO,YES,Pounds,10.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poly(difluoromethylene), α-fluoro-ω-[2-[(1-oxo-2-propenyl)oxy]ethyl]-, homopolymer",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poly(oxy-1,2-ethanediyl), α-[2-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethyl]-ω-hydroxy-",NO,NO,NO,YES,Pounds,0.0,0.0,2874.0,0.0,0.0,0.0,0.0
"Poly(oxy-1,2-ethanediyl), α-[2-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl]-ω-methoxy-",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with α-fluoro-ω-(2-hydroxyethyl)poly(difluoromethylene) (1:1)",NO,NO,NO,YES,Pounds,0.11,0.0,0.0,0.0,0.0,0.0,132.0
"Poly[oxy(methyl-1,2-ethanediyl)], α-[2-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethyl]-ω-hydroxy-",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
