,Unnamed: 0,4. FACILITY NAME,34. CHEMICAL,51. 5.4 - UNDERGROUND,40. CLASSIFICATION,41. METAL,43. CARCINOGEN,44. PBT,45. PFAS,47. UNIT OF MEASURE,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,Total Underground
63611,63611,GALATA CHEMICALS LLC - GALATA TAFT FACILITY,Methyl acrylate,0.0,TRI,NO,YES,NO,NO,Pounds,70.0,0.0,0.0,0.0,0.0,70.0
63627,63627,LANXESS - CENTRAL,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,1800.0,0.0,0.0,0.0,0.0,1800.0
63875,63875,TM DEER PARK SERVICES LP,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,10241.0,0.0,0.0,0.0,0.0,10241.0
64000,64000,VALERO THREE RIVERS REFINERY,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,58.3,0.0,0.0,0.0,0.0,58.3
64004,64004,CLEVELAND-CLIFFS BURNS HARBOR LLC,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,1991.0,0.0,0.0,5.0,0.0,1996.0
64013,64013,ROSS INCINERATION SERVICES INC,Peracetic acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.015,0.0,0.015
64040,64040,ROSS INCINERATION SERVICES INC,Propargyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.005,0.0,0.005
64078,64078,ALBEMARLE CORP SOUTH PLANT,Methylene bromide,0.0,TRI,NO,NO,NO,NO,Pounds,7076.0,0.0,0.0,0.0,0.0,7076.0
64149,64149,MITSUBISHI CHEMICAL AMERICA INC.,Cyanide compounds,0.0,TRI,NO,NO,NO,NO,Pounds,39712.79,0.0,0.0,0.0,0.0,39712.79
64249,64249,CENTRAL WIRE INC,Copper,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1130.66,0.0,1130.66
64257,64257,INEOS NITRILES USA LLC,Cyanide compounds,0.0,TRI,NO,NO,NO,NO,Pounds,376946.0,0.0,0.0,0.0,0.0,376946.0
64354,64354,AXIALL LLC,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,13.0,13.0
64390,64390,NOURYON SURFACE CHEMISTRY LLC,"1,2,4-Trimethylbenzene",0.0,TRI,NO,NO,NO,NO,Pounds,14515.0,0.0,0.0,0.0,0.0,14515.0
64636,64636,ATTALA STEEL LLC,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,3.0,0.0,3.0
64645,64645,ROSS INCINERATION SERVICES INC,"1,1,2,2-Tetrachloroethane",0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.007,0.0,0.007
64658,64658,TREMCO CPG MANUFACTURING CORP. CORSICANA FACILITY,Nickel,0.0,TRI,YES,YES,NO,NO,Pounds,971.0,0.0,0.0,0.0,0.0,971.0
64669,64669,ROSS INCINERATION SERVICES INC,Cresol (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.097,0.0,0.097
64750,64750,ALBEMARLE CORP SOUTH PLANT,Dimethylamine,0.0,TRI,NO,NO,NO,NO,Pounds,20.0,0.0,0.0,0.0,0.0,20.0
64809,64809,LANXESS - CENTRAL,Dichloromethane,0.0,TRI,NO,YES,NO,NO,Pounds,490000.0,0.0,0.0,0.0,0.0,490000.0
64896,64896,COVENTYA INC.,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,434.0,0.0,434.0
64936,64936,TAMPA ELECTRIC CO POLK POWER STATION,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,571.5,0.0,0.0,0.0,0.0,571.5
65026,65026,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,160.0,0.0,0.0,0.0,0.0,160.0
65028,65028,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,292.92,0.0,292.92
65130,65130,VAM USA,Manganese,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,545.36,0.0,545.36
65173,65173,ANGUS CHEMICAL CO,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,3474990.0,0.0,0.0,0.0,0.0,3474990.0
65180,65180,MOUNTAIN STATE CARBON LLC,Anthracene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
65288,65288,COIM USA INC,"1,4-Dioxane",0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,72469.0,0.0,72469.0
65310,65310,MISSISSIPPI LIME CO STE GENEVIEVE,Mercury compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,1.167,0.0,0.0,0.0,1.167
65318,65318,NOURYON SURFACE CHEMISTRY LLC,Certain glycol ethers,0.0,TRI,NO,NO,NO,NO,Pounds,1496.0,0.0,0.0,0.0,0.0,1496.0
65409,65409,MITSUBISHI CHEMICAL AMERICA INC.,Methyl methacrylate,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1162608.0,0.0,1162608.0
65549,65549,AZZ GALVANIZING - KENNEDALE,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,13920.21,0.0,13920.21
65614,65614,ARKEMA INC,"1,2,4-Trimethylbenzene",0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,250.0,0.0,250.0
65628,65628,POLYNT COMPOSITES USA INC. - MARSHALL,Maleic anhydride,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,81.0,0.0,81.0
65665,65665,BASF CORP - BEAUMONT,Sodium dicamba,0.0,TRI,NO,NO,NO,NO,Pounds,1.0,0.0,0.0,0.0,0.0,1.0
65726,65726,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,n-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,520145.0,0.0,0.0,0.0,0.0,520145.0
65744,65744,BERCEN CHEMICALS LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,1235.0,1235.0
65805,65805,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,Acetonitrile,0.0,TRI,NO,NO,NO,NO,Pounds,16000.0,0.0,0.0,0.0,0.0,16000.0
65830,65830,CLEVELAND-CLIFFS STEEL CORP - ZANESVI LLE WORKS,Nickel compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,46.0,0.0,46.0
65880,65880,GALATA CHEMICALS LLC - GALATA TAFT FACILITY,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,940959.0,0.0,0.0,0.0,0.0,940959.0
65895,65895,CLEAN HARBORS SAN LEON INC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,0.02,0.0,0.02
65908,65908,LAMBERTI USA CONROE PLANT 8910,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,103.0,0.0,103.0
65933,65933,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,5400.0,0.0,0.0,0.0,0.0,5400.0
65951,65951,STEEL DYNAMICS INC-FLAT ROLL DIV,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,639.0,0.0,639.0
65977,65977,EQUISTAR CHEMICALS LP,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,200.0,0.0,200.0
66017,66017,STEEL DYNAMICS INC-FLAT ROLL DIV,Cadmium compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,218.0,0.0,218.0
66130,66130,AZZ GALVANIZING SERVICES - HOUSTON WEST,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,54.0,0.0,54.0
66147,66147,MONUMENT CHEMICAL HOUSTON LLC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,4545.0,0.0,4545.0
66154,66154,MISSISSIPPI LIME CO STE GENEVIEVE,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,175.0,0.0,0.0,0.0,175.0
66252,66252,ARKEMA INC FRANKLIN PLANT,tert-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1100.0,0.0,1100.0
66321,66321,PHARMACIA & UPJOHN CO LLC A SUBSIDIARY OF PFIZER INC,Acetonitrile,0.0,TRI,NO,NO,NO,NO,Pounds,350.0,0.0,0.0,0.0,0.0,350.0
66391,66391,ARKEMA INC,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,20.0,0.0,20.0
66399,66399,INEOS NITRILES USA LLC,2-Methylpyridine,0.0,TRI,NO,NO,NO,NO,Pounds,18996.0,0.0,0.0,0.0,0.0,18996.0
66425,66425,OCCIDENTAL CHEMICAL HOLDING CORP - GEISMAR PLANT,"1,1,2-Trichloroethane",0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
66429,66429,COMPONENT REPAIR TECHNOLOGIES INC.,Nickel,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,9.0,0.0,9.0
66521,66521,ROSS INCINERATION SERVICES INC,"1,2-Dichloroethane",0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.017,0.0,0.017
66620,66620,CHS CORSON FEED,Manganese compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,5.0,0.0,0.0,0.0,5.0
66649,66649,SOUTH ATLANTIC GALVANIZING,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,0.85,0.0,0.85
66656,66656,ROSS INCINERATION SERVICES INC,Dichlorobenzene (mixed isomers),0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.008,0.0,0.008
66688,66688,ARKEMA INC,Phthalic anhydride,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,5.0,0.0,5.0
66767,66767,POLYNT COMPOSITES USA INC.,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,6368.0,0.0,6368.0
66785,66785,ROEHM AMERICA LLC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1342195.0,0.0,1342195.0
67085,67085,UOP-SHREVEPORT PLANT,Cobalt  And Cobalt Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,11.0,0.0,0.0,0.0,0.0,11.0
67104,67104,SMC NYE MINE SITE,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,188159.0,0.0,0.0,0.0,188159.0
67121,67121,AZZ GALVANIZING SERVICES-CHELSEA,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,2.34,0.0,2.34
67158,67158,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,0.1363,0.0,0.1363
67373,67373,CITGO REFINING & CHEMICALS CO LP EAST PLANT,Mercury,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,0.032,0.0,0.032
67421,67421,CHS MCPHERSON REFINERY - SRU,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,244.0,0.0,0.0,0.0,0.0,244.0
67443,67443,FLORIDA POWER & LIGHT-WEST COUNTY ENERGY CENTER PLANT,Chlorine dioxide,0.0,TRI,NO,NO,NO,NO,Pounds,365.0,0.0,0.0,0.0,0.0,365.0
67482,67482,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,58000.0,0.0,0.0,0.0,0.0,58000.0
67568,67568,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Formic acid,0.0,TRI,NO,NO,NO,NO,Pounds,1434063.0,0.0,0.0,0.0,0.0,1434063.0
67575,67575,AZZ GALVANIZING SERVICES-WASKOM,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,0.06,0.0,0.06
67581,67581,BLANCHARD REFINING CO LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,875000.0,0.0,0.0,0.0,0.0,875000.0
67649,67649,SOUTH ATLANTIC GALVANIZING,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,45805.0,0.0,45805.0
67711,67711,ROSS INCINERATION SERVICES INC,Copper compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,95495.35,0.0,95495.35
67722,67722,ALBEMARLE CORP SOUTH PLANT,Dichloromethane,0.0,TRI,NO,YES,NO,NO,Pounds,3256.0,0.0,0.0,0.0,0.0,3256.0
67802,67802,LYCUS LTD,"1,2-Dichloroethane",0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,18233.0,0.0,18233.0
67879,67879,SUEZ WATER TECHNOLOGIES & SOLUTIONS INC.  - ORANGE,"1,2,4-Trimethylbenzene",0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,300.0,0.0,300.0
67903,67903,DIAMOND SHAMROCK REFINING CO LP,Hydrogen sulfide,0.0,TRI,NO,NO,NO,NO,Pounds,40000.0,0.0,0.0,0.0,0.0,40000.0
67981,67981,YOUNG GALVANIZING INC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1942.0,0.0,1942.0
67994,67994,CITGO REFINING & CHEMICALS CO LP EAST PLANT,Diethanolamine,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.1,0.0,0.1
68001,68001,PAR HAWAII REFINING LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,2659.41,0.0,0.0,0.0,2659.41
68027,68027,BASF CORP - BEAUMONT,Dicamba,0.0,TRI,NO,NO,NO,NO,Pounds,72858.0,0.0,0.0,0.0,0.0,72858.0
68059,68059,CHS MCPHERSON REFINERY - SRU,Polycyclic aromatic compounds,0.0,PBT,NO,YES,YES,NO,Pounds,13.0,0.0,0.0,0.0,0.0,13.0
68083,68083,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,0.05,0.0,0.05
68115,68115,ROSS INCINERATION SERVICES INC,"1,4-Dioxane",0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.012,0.0,0.012
68116,68116,HAUSNER HARD-CHROME OF KENTUCKY,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,2857.0,0.0,2857.0
68196,68196,MATERION BRUSH INC,Beryllium  And Beryllium Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,2721.0,0.0,2721.0
68296,68296,ROSS INCINERATION SERVICES INC,Tetrachloroethylene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.115,0.0,0.115
68338,68338,INEOS NITRILES USA LLC,Acetonitrile,0.0,TRI,NO,NO,NO,NO,Pounds,5799045.0,0.0,0.0,0.0,0.0,5799045.0
68379,68379,VERSUM MATERIALS US LLC,Selenium compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,323.0,0.0,323.0
68387,68387,TICONA POLYMERS INC,Formaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,8980.0,0.0,0.0,0.0,0.0,8980.0
68406,68406,ROSS INCINERATION SERVICES INC,Trichloroethylene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.112,0.0,0.112
68411,68411,PRAIRIE STATE GENERATING CO,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,2.0,0.0,0.0,0.0,0.0,2.0
68463,68463,VERSUM MATERIALS US LLC,Selenium,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,649.21,0.0,649.21
68541,68541,COAL CREEK STATION,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,55.0,0.0,0.0,0.0,0.0,55.0
68651,68651,TM DEER PARK SERVICES LP,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,358846.0,0.0,0.0,0.0,0.0,358846.0
68672,68672,NOVA CHEMICALS OLEFINS LLC,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,139.0,0.0,139.0
68679,68679,OCCIDENTAL CHEMICAL CORP,Chlorine,0.0,TRI,NO,NO,NO,NO,Pounds,125920.0,0.0,0.0,0.0,0.0,125920.0
68697,68697,ENTERPRISE PRODUCTS OPERATING LLC,n-Hexane,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,210447.0,0.0,210447.0
68747,68747,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Acetaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,22676.0,0.0,0.0,0.0,0.0,22676.0
68755,68755,VICKERY ENVIRONMENTAL INC.,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,2292239.0,0.0,0.0,0.0,0.0,2292239.0
68758,68758,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Dibutyl phthalate,0.0,TRI,NO,NO,NO,NO,Pounds,59493.0,0.0,0.0,0.0,0.0,59493.0
68760,68760,TREMCO CPG MANUFACTURING CORP. CORSICANA FACILITY,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,750.0,0.0,0.0,0.0,0.0,750.0
68794,68794,ENTERPRISE PRODUCTS OPERATING LLC,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,33.77,0.0,33.77
68895,68895,HEARNE STEEL CO. INC.,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,37279.0,0.0,37279.0
68935,68935,ROSS INCINERATION SERVICES INC,Acrylamide,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.045,0.0,0.045
68964,68964,U.S. STEEL GRANITE CITY WORKS,Copper  And Copper Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
69013,69013,ZEKELMAN INDUSTRIES CO DBA WHEATLAND TUBE CO-COUNCIL,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
69041,69041,ROSS INCINERATION SERVICES INC,Silver And Silver Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,9391.53,0.0,9391.53
69124,69124,ROSS INCINERATION SERVICES INC,Toxaphene,0.0,PBT,NO,YES,YES,NO,Pounds,0.0,0.0,0.0,0.007,0.0,0.007
69136,69136,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,29.0,0.0,29.0
69245,69245,FELKER BROTHERS,Hydrogen fluoride,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1124.0,0.0,1124.0
69346,69346,SUEZ WATER TECHNOLOGIES & SOLUTIONS INC.  - ORANGE,N-Methyl-2-pyrrolidone,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1600.0,0.0,1600.0
69348,69348,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Cresol (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,11000.0,0.0,0.0,2800.0,0.0,13800.0
69450,69450,SOUTH ATLANTIC GALVANIZING,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,54719.0,0.0,54719.0
69483,69483,SHOREMET  LLC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,1.8,0.0,1.8
69505,69505,AZZ GALVANIZING-TULSA,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,30.67,0.0,30.67
69535,69535,HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,Carbon disulfide,0.0,TRI,NO,NO,NO,NO,Pounds,1.0,0.0,0.0,0.0,0.0,1.0
69583,69583,HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,1.0,0.0,0.0,0.0,0.0,1.0
69643,69643,TM DEER PARK SERVICES LP,Chromium,0.0,TRI,YES,NO,NO,NO,Pounds,18368.0,0.0,0.0,0.0,0.0,18368.0
69673,69673,DUREZ CORP,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,84783.0,0.0,84783.0
69772,69772,TM DEER PARK SERVICES LP,Formaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,34372.0,0.0,0.0,0.0,0.0,34372.0
69787,69787,TM DEER PARK SERVICES LP,Perfluorooctanoic acid,0.0,TRI,NO,YES,NO,YES,Pounds,288.0,0.0,0.0,0.0,0.0,288.0
70029,70029,MATERION NATURAL RESOURCES INC MILL,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,9.0,0.0,0.0,0.0,9.0
70037,70037,HFFC AIRPORT FUEL FARM,Methyl tert-butyl ether,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.001,0.0,0.0,0.0,0.001
70090,70090,ROSS INCINERATION SERVICES INC,n-Hexane,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.256,0.0,0.256
70130,70130,AZZ GALVANIZING SERVICES-HAMILTON,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,17615.1,0.0,17615.1
70134,70134,SEATTLE GALVANIZING CO INC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,5.0,0.0,0.0,0.0,5.0
70211,70211,STERLING SPECIALTY CHEMICALS LLC,p-Cresol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,4.0,0.0,4.0
70241,70241,ROSS INCINERATION SERVICES INC,Acrylonitrile,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.059,0.0,0.059
70251,70251,SELFRIDGE PLATING INC.,Copper,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,8714.0,0.0,8714.0
70268,70268,ROSS INCINERATION SERVICES INC,Methoxychlor,0.0,PBT,NO,NO,YES,NO,Pounds,0.0,0.0,0.0,0.007,0.0,0.007
70352,70352,V&S DETROIT GALVANIZING LLC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,33.7,0.0,33.7
70521,70521,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Acetamide,0.0,TRI,NO,YES,NO,NO,Pounds,635734.0,0.0,0.0,0.0,0.0,635734.0
70556,70556,CLEVELAND-CLIFFS CLEVELAND WORKS LLC DBA CLEVELAND-CLIFFS WA,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,62.0,0.0,62.0
70620,70620,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Acrylic acid,0.0,TRI,NO,NO,NO,NO,Pounds,716208.0,0.0,0.0,0.0,0.0,716208.0
70624,70624,SASOL CHEMICALS (USA) LLC,p-Cresol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,105791.0,0.0,105791.0
70810,70810,CHEMTRON CORP,Carbon tetrachloride,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,1148.13,0.0,1148.13
70828,70828,SMC NYE MINE SITE,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,200.0,0.0,0.0,0.0,200.0
70885,70885,ROSS INCINERATION SERVICES INC,Biphenyl,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.007,0.0,0.007
70972,70972,ROSS INCINERATION SERVICES INC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0053,0.0,0.0053
70988,70988,US ECOLOGY TEXAS INC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,152393.64,0.0,0.0,0.0,152393.64
71004,71004,INEOS NITRILES USA LLC,Cobalt  And Cobalt Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,211.0,0.0,0.0,0.0,0.0,211.0
71020,71020,ROSS INCINERATION SERVICES INC,Formic acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.124,0.0,0.124
71029,71029,BASIN ELECTRIC ANTELOPE VALLEY STATION,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,188.0,0.0,0.0,0.0,0.0,188.0
71031,71031,BASF CORP - FREEPORT SITE,Cyclohexane,0.0,TRI,NO,NO,NO,NO,Pounds,6148.0,0.0,0.0,0.0,0.0,6148.0
71069,71069,MATERION BRUSH INC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,276.0,0.0,276.0
71093,71093,MATERION BRUSH INC,Chromium,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,27.0,0.0,27.0
71193,71193,INEOS NITRILES USA LLC,Acrylamide,0.0,TRI,NO,YES,NO,NO,Pounds,1147348.0,0.0,0.0,0.0,0.0,1147348.0
71211,71211,PERGAN MARSHALL LLC,Cumene,0.0,TRI,NO,YES,NO,NO,Pounds,209.0,0.0,0.0,0.0,0.0,209.0
71294,71294,AGRIUM US INC,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,26.0,0.0,0.0,0.0,0.0,26.0
71355,71355,RUBICON LLC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,980000.0,0.0,0.0,0.0,0.0,980000.0
71402,71402,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,Cyanide compounds,0.0,TRI,NO,NO,NO,NO,Pounds,32000.0,0.0,0.0,0.0,0.0,32000.0
71461,71461,UNITED GALVANIZING INC.,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,8.0,0.0,8.0
71488,71488,VALERO THREE RIVERS REFINERY,Carbon disulfide,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.76,0.0,0.76
71704,71704,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,50000.0,0.0,0.0,0.0,0.0,50000.0
71786,71786,LYONDELL CHEMICAL CO,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,56757.0,0.0,0.0,0.0,0.0,56757.0
71804,71804,PREMCOR REFINING GROUP INC PORT ARTHUR,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,3.0,0.0,3.0
72005,72005,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Copper compounds,0.0,TRI,YES,NO,NO,NO,Pounds,1200.0,0.0,0.0,85.0,0.0,1285.0
